,text,classification
1004," 31, 1985) is an American professional golfer who plays on the PGA Tour and European Tour. He was born in San Diego, California, United States.",1
1347," 1894 by the American author, Horatio Alger. The story follows the adventures of an orphan boy named Tom Robinson who becomes friends with his wealthy uncle and learns valuable life lessons from him about honesty, integrity, hard work, perseverance, kindness to others, self-reliance, courage, determination, love for family, respect for elders, gratitude, and a sense of responsibility.
    The story is set in the United States during the late 1800s when slavery was still legal in some parts of America. Tom Robinson's uncle owns several slaves who work on his plantation but he treats them with kindness and fairness. He also teaches Tom about the importance of education, hard work, self-reliance, honesty, integrity, courage, determination, love for family, respect for elders, gratitude, and a sense of responsibility in life.
    The story is an allegory that reflects on the struggles faced by African Americans during this time period as well as their resilience to overcome",1
1257," state highway in the United States that runs from Philadelphia to Pittsburgh. The route passes through several towns and cities, including Lansdale, Ridley Park, and West Chester. PA 3 was originally designated as part of U.S. Route 11N before being rerouted onto its current path around 1950. Today, it is a popular scenic drive for tourists who enjoy the natural beauty of Pennsylvania's countryside. The highway passes through several parks such as Pine Grove State Park in Lansdale and Ridley Creek State Park in West Chester where visitors can experience outdoor activities like hiking or camping. Additionally, PA 3 offers access to numerous historic sites including the Gettysburg National Military Museum & Memorial Hall which commemorates the Battle of Gettysburg during the Civil War. Overall, Pennsylvania Route 3 is a popular route for travelers who want an authentic taste of rural America and enjoy scenic drives through beautiful countryside landscapes in Pennsylvania.",1
968,"The Williamson Tunnels are a series of extensive subterranean excavations, of unknown purpose, in the Edge Hill area of Liverpool, England. They are thought to have been created under the direction of tobacco merchant, landowner and philanthropist Joseph Williamson between 1810 and 1840. Although popularly described as ""tunnels"", the majority comprise brick or stone vaulting over excavations in the underlying sandstone. The purpose of the works remains unclear and remains a subject of heavy speculation; suggestions include commercial quarrying, a philanthropic desire to provide employment, and Williamson's own eccentric interests. After being gradually infilled with rubble and spoil during the late 19th and early 20th centuries, they remained largely inaccessible until archaeological investigations were carried out in 1995. Since then volunteers have rediscovered and excavated an extensive network of tunnels, chambers and voids across several sites, with sections open to the public. Guided tours are available at the Williamson Tunnels Heritage Centre and the Friends of Williamson's Tunnels, and excavation continues as volunteers continue to uncover new sections.",0
1625," security number that can be used to verify an individual's identity and employment eligibility. It serves as proof for tax purposes, government benefits such as Social Security Disability Insurance (SSDI) or Supplemental Nutrition Assistance Program (SNAP), and other financial transactions related to employment. The professional identification number consists of nine digits with a four-digit prefix that is assigned by the employer based on their industry classification code. Employers are required to provide this information when an employee applies for SSN, but it can also be obtained through self-employment or work authorization documents such as Form I-129 and EADs (Employment Authorization Documents). The use of professional identification numbers has become increasingly common in recent years due to the rise of online transactions.",1
1502," swimming competition held annually in the Philippines. It was first introduced as a demonstration event during the 1992 Summer Olympics, and has since become one of the most popular aquatic events in Southeast Asia.",1
394,"Ou Chuliang (; born 26 August 1968 in Guangzhou, Guangdong) is an assistant coach and former Chinese international football goalkeeper. As a player, he was goalkeeper for Guangdong Hongyuan, Shanghai Shenhua, Yunnan Hongta and Chongqing Qiche while internationally he was a participant of the Chinese football team that took part in the 2002 FIFA World Cup. Club career 
Ou started his football career with Guangdong Hongyuan F.C. during the 1988 football league season. With them Ou would see Guangdong establish themselves as a professional football club in the Chinese league system and also help them come second in the 1993 league season. Guangdong, however were relegated in the 1997 league season and Ou Chuliang was transferred to Shanghai Shenhua at the beginning of the 1998 league season. With Shanghai Ou Chuliang would make an immediate impact by helping them come second within the league as well as aiding them in their Chinese FA Cup win. Yunnan Hongta who were a newly promoted football team wanted to take Ou Chuliang in their attempt to establish themselves within the top tier and Ou would help them do this by quickly establish himself in the team by playing in 26 league games and aiding Yunnan Hongta avoid relegation. Qu would spend several more seasons with Yunnan before being transferred to Chongqing Lifan F.C. in 2004 eventually ending his career with them.",0
1744," of the television series, The Wire. It was first aired in 2002 as part of season four (episode 16). In this episode, Detective Jimmy McNulty investigates a murder that may be related to his past work with drug dealers on Baltimore's Westside. Meanwhile, Omar Little continues his criminal activities and is forced into hiding after being shot by police officers. The episode also features the introduction of several new characters in the series: Officer Michael Cerone (played by actor Jay Landsman), a rookie officer who becomes an unlikely ally to McNulty; Detective Roland ""Prez"" Pryle, played by actor Wendell Pierce, a veteran detective with a troubled past and strained relationship with his superiors. The episode also introduces several new characters in the series: Officer Michael Lee, played by actor John Doman, a young man from Baltimore who becomes involved in Omar's criminal activities; Detective Lester Freamon (played by actor Dominic West), an older officer on the force who is struggling to maintain control over",1
643,"Michal Grinstein-Weiss, PhD, MSW, MA, is the Shanti K. Khinduka Distinguished Professor at the George Warren Brown School of Social Work at Washington University in St. Louis where she is also serves as the Associate Dean for Policy Initiatives, the director of the university-wide Social Policy Institute, and the founding director of the Centene Center for Health Transformation. She serves as a nonresident senior fellow at the Brookings Institution. She previously held positions as a professor at the University of North Carolina at Chapel Hill where she established the Asset-Building Research Group. Education and academic career
Dr. Grinstein-Weiss received her Ph.D. in social work at the Brown School at Washington University in St. Louis, her M.A. in economics from the University of Missouri, St. Louis, and her MSW and B.A. from Haifa University, Israel. After obtaining her PhD, she became a postdoctoral fellow at the Center for Social Development at Washington University in St. Louis and later joined University of North Carolina - Chapel Hill as a faculty member, where she founded the Asset-Building Research Group. In July 2012, Grinstein-Weiss merged her center with the Center for Social Development at Washington University in St. Louis. In 2015, she founded the Centene Center for Health Transformation, an industry-academic research collaboration with Fortune 100 company Centene Corporation.",0
1684," English bishop and theologian. He is best known for his work in the field of biblical criticism, particularly his studies of Hebrews and Romans. Born into a family with strong religious convictions, he received his education at Oxford University where he became involved in debates about religion and politics during the early 19th century. After graduation, Sperry was ordained as an Anglican priest but soon left to become a professor of theology at Trinity College Dublin (TCD). He also served on several committees for TCD's theological faculty, including one that investigated charges against Bishop Samuel Taylor Coleridge in 1835. In the 1850s and 1860s, he became involved with debates about biblical criticism within Anglican circles, particularly his work defending the authenticity of Hebrews 11:1–40 from critics who argued it was a forgery or an interpolation into the Bible. He also wrote extensively on Romans 1:18-32 in defense of its divine authorship and inspiration. Sperry's contributions to",1
581,"Sanderstead  is a village and medieval-founded church parish at the southern end of Croydon in south London, England, within the London Borough of Croydon and the historic county of Surrey. It takes in Purley Downs and Sanderstead Plantation, an area of woodland that includes the second-highest point in London. Sanderstead sits above a dry valley at the edge of the built-up area of Greater London. Cementing its secular identity from the late 19th century until abolition in 1965 it had a civil parish council. The community had a smaller farming-centred economy until the mid 19th century. All Saints' Church's construction began in about 1230 followed by great alterations and affixing of monuments including a poem attributed to John Dryden, the first Poet Laureate nationally; it is protected under UK law as Grade I listed. Sanderstead station is at the foot of the dry valley and has frequent, fast trains to East Croydon, connected to a range of London terminals and interchanges. Sanderstead is claimed to an origin of the English Sanders surname, noting at least four separate geographical clusters formed by the 19th century, two of which were by 1881 far more populous.",0
480,"Alexander Prince (1874 – 1928) was an early 20th-century vaudeville musician and recording artist who played the McCann-system Duet concertina (usually spelt 'Maccann'. Born Alexander Sutherland in Aberdeen, Scotland, he was first given a concertina at age 8 by his music shop-owner father, who wanted to give him something to do after a broken leg rendered him immobile. Of this event, Prince said, ""I am, or was, alas an infant prodigy. It was an accident, primarily. I was 8 years old, and I broke my leg. I had to lie in bed, and that was the start."" He started to perform while still a youth, and by 1889 London's The Era newspaper mentioned him in a review of the club Alhambra Palace: ""Alexander Prince plays the concertina with great effect, and is rewarded with much applause."" After performing at the Glasgow Exhibition at age 20, Prince went on to perform internationally, including a 1904 tour in South Africa. Prince was among the first recorded concertinists, starting with cylinder recordings for Edison-Bell circa 1904. He released the first of his records with Zonophone in February 1906. He later released works under Columbia Records and other labels through the 1920s. Several were under the alias George King. Prince's popular records were reprinted under budget labels in the United States and in the United Kingdom.",0
1337," different individuals in the history of Haiti. Here is a brief overview of each:
 1. Haitian Revolution leader, General Jean-Jacques Dessalines - Born as Jacques Antoine Petitjean on November 28th 1806 in Port-au-Prince, he became known by his nickname ""Désespoir"" or ""Disheartened"". He was a military commander during the French invasion of Haiti and later led an unsuccessful rebellion against President Jean-Pierre Boyer. Dessalines is remembered as one of the most influential figures in Haitian history for his role in shaping the country's political landscape after independence from France.
2. Haitian politician, Senator Louis Jodel Chamblain - Born on January 1st 1835 in Port-au-Prince, he served as a senator and was known for his opposition to President Boyer during the early years of Haiti's presidency. He also played an important role in drafting the Constitution of 1901 that established Haiti as a",1
648,"The Ruffinihaus (""Ruffini House"") is a group of three houses (also known as Ruffinihäuser) on the Rindermarkt (""cattle market"") 10 in the Old Town of Munich, Germany. It was built by Gabriel von Seidl from 1903 to 1905 and is named after the Ruffiniturm (""Ruffini tower"", demolished in 1808), which in turn was named after Johann Baptista Ruffini. The Ruffiniturm formed the original Sendlinger Tor (""Sendlinger gate"") and thus was part of Munich's first city wall. The three-sided house that borders the Sendlinger Street and Pettenbeck Street stands on what was the fluvial terrace of the first medieval fortification's moat, as can still be seen today when viewed from the southeast.  This is a prominent site by virtue of both being a historical location and marking the transition point between the oldest core of the city and its first expansion in the 13th century. The Bavarian Office of Monument Preservation describes the building as ""romantic-native mood architecture of the highest level for the interpretation of a historicist image of an old town as seen under a picturesque ideal, which was meant to be 'upgraded'."" History ",0
1602," best known for her work as the character of Hikaru Shidou in Love Live! School Idol Project. She has also appeared in various anime series such as Fate/Zero, The Seven Deadly Sins, and Gintama. In addition to her acting career, Ai is an accomplished singer-songwriter with a successful solo album under her name.",1
1156," vector sum of all external forces acting upon an object. It represents the total effect that these forces have on a system and can be used to calculate various physical quantities such as acceleration or velocity. The concept of net force was first introduced by Sir Isaac Newton in his laws of motion, where he described it mathematically using vectors.
Net Force: A vector quantity representing the sum of all external forces acting upon an object. It is calculated from the product of mass and acceleration (F = ma).",1
620,"The Dodge M37 -ton 4x4 truck (G741) was Dodge's follow-up to their successful WC Series from World War II. Introduced in 1951, it was used extensively by the United States armed forces during the Korean war. In the 1970s, they were replaced by the Commercial Off The Shelf (COTS) based -ton trucks Kaiser M715 (late 1960s), and Dodge's M880/M890 series (1970s). History 
Six prototypes of the vehicle were produced in early-to-mid 1950 based on the WC series Dodge vehicles used in World War II, with the first pre-production pilot vehicle rolling off the assembly line on 14 December 1950. Many of the components on the M37 are similar or identical to the World War II vehicle and many deficiencies of the previous series were corrected in the M37. Notably, a conventional pickup truck style bed replaced the platform on the World War II vehicle, simplifying production. There was significant drivetrain and powerplant commonality with the WDX series civilian Power Wagons. The M37 shared no sheet metal with the WDX Power Wagon.",0
1397," which a person's head and neck are placed into the lap of another person to prevent injury during high-speed car crashes. The technique was first developed by Dr. John F. Kennedy, who used it on his own daughter Caroline when she accidentally hit her brother David with a golf club while he was playing tennis at their family home in Hyannis Port, Massachusetts.
    Venous cutdown is also known as the ""Kennedy Cutdown"" and has been credited to saving countless lives during car accidents involving high-speed collisions or rollovers on wet roads. The technique involves placing a person's head into another person's lap while they are driving at speeds of up to 90 miles per hour, which can cause serious injury if not done correctly.
    In addition to the Kennedy Cutdown, there is also an alternative method called ""the seatbelt cutdown"" in which one person places their arms around a second person and holds them tightly while they drive. This",1
711,"The Iberoamerican University Torreón (Universidad Iberoamericana Torreón) is a private university located in the city of Torreón. It belongs to the Jesuit University System (SUJ) and the Association of Universities Entrusted to the Society of Jesus in Latin America. The Iberoamerican University Torreón was founded in 1982 and has a student population of 1732 students. It offers 16 bachelor's degrees (licenciaturas), 7 master's degrees and one doctorate. Located at Torreón, Coahuila, it has extension centres in the cities of Saltillo and Monterrey. History 
The Society of Jesus opened Iberoamerican University in Mexico City in 1943 and extended its efforts to Torreón in 1982. The first classes included 129 students in Communication, Civil Engineering, Industrial Relations, and Theology. In 1984 construction began on the present campus. Buildings were completed between 1986 and 1993. In 1992 the Federation of Colleges of Architects of Mexico made honorable mention for the attractive but functional style of the buildings. The current 20.3 hectare campus includes six buildings which occupy about 2.5 hectares.",0
1913," dinosaurs that lived during the Late Cretaceous period, approximately 70 million years ago. The name ""Perrye"" comes from a French paleontologist named Édouard Lartet who first described this dinosaur in 1856.
The discovery and naming of Perrye was significant because it marked one of the earliest known occurrences of dvino-saurians, which are now recognized as an important group within the larger family of dinosaurs called Stegosauria (also known as ""Stegosaurs""). The first stegosaurian dinosaur to be named and described in detail by Édouard Lartet was Perrye.
Perrye is a small, herbivorous dvino-sauiran that lived during the Late Cretaceous period of what is now North America. It had an elongated neck with large eyes for binocular vision and sharp teeth adapted to eating tough vegetation such as ferns and cycads.",1
1289," January 2020) was a Dutch painter and printmaker. She is best known for her abstract expressionist paintings, which often featured bold lines, vibrant colors, and dynamic compositions that reflected the turbulent social climate of post-World War II Europe.
    Janse's work has been exhibited in numerous galleries around the world, including New York City, Paris, London, Amsterdam, Brussels, Zurich, Tokyo, and Sydney. She is also known for her prints, which often featured abstracted images that were inspired by nature or human behavior. In addition to painting and printmaking, Janse was a teacher at several art schools in Europe during the 1940s and 1950s.
    Despite facing significant challenges throughout much of her career due to sexism within the artistic community, Janse continued to create work until shortly before she passed away on January 11th, 2020. Her legacy continues to inspire new generations of artists who seek to push boundaries through their own creative expression.",1
517,"Space Cases is a Canadian science fiction television series that aired on Nickelodeon for two seasons. Created by Peter David and Bill Mumy, it premiered on March 2, 1996 and ended on January 27, 1997 with reruns until 1998. It aired for a time on Nickelodeon's Saturday night block of shows known as SNICK, and on Nickelodeon UK, with reruns on Family and TVOntario in Canada. An episode aired on TeenNick in the US as part of its The '90s Are All That block on the night of October 14, 2011 for the block's U Pick with Stick line-up, and again on December 27, 2011 for Party Like It's the '90s. Space Cases returned once again on the night of January 1, 2016 on TeenNick during the new The Splat programming block but has not aired since; the first four episodes of Season One were aired. The show's premise revolves around a group of misfit students and two adults who are stranded far from home aboard an alien ship. Their attempts at journeying back see many dangerous adventures and controversies, with some occasionally more mature themes. The series was shot in Montreal, Quebec. Because of budget constraints, props from Are You Afraid of the Dark? and other Nickelodeon programs were used in the series. In other episodes, more mundane props were used, as in the episode ""Homeward Bound"", the character Suzee is sitting in a chair with compact discs pasted to either side. During the first season, electronic games such as Lights Out, were used as control panels on walls.",0
958,"Ronald D. Ardoin (born June 13, 1957 in Carencro, Louisiana) is a retired jockey in American Thoroughbred horse racing. He is one of a number of successful Cajun jockeys who began their careers riding in bush track races in Louisiana. In 1973, at Delta Downs in Vinton, Louisiana, Ron Ardoin earned the first of his 5226 career wins. During his thirty-one years in racing he won twelve riding titles at Louisiana tracks, earning six at the Fair Grounds Race Course in New Orleans and another six at Louisiana Downs in Bossier City. Ardoin also won a riding title at Lone Star Park in Grand Prairie, Texas. At Oaklawn Park Race Track in Hot Springs, Arkansas, he scored the most significant win of his career when he rode Zarb's Magic to victory in the 1996 Arkansas Derby. That win led to riding Zarb's Magic to a thirteenth place result in the 1996 Kentucky Derby. In his only other Derby start, he finished tenth aboard Encolure in the 1985 edition.",0
270,"Waterford city is situated in south eastern Ireland, on the river Suir [pronounced Shure] about  from where the river enters the sea. Practically the entire city is built on the south bank of the river. The ""Old town"", now the business centre, clusters behind the broad quay-front on a low-lying strip of land left behind by a gentle loop of the river at this point. From this, the land rises sharply to the east and opposite to the west while remaining level in between. The eastern slopes are almost entirely occupied by private residential estates, while the western and southwestern prominences are largely given over to local council housing development. There are corresponding elevations on the north bank eastwards towards Christendom and westwards towards Mount Misery nothing. The rocks which form the base of the city all belong to the Palaeozoic Group – principally Ordovician shales underlying sandstone. On the East side of the city, the rock is crossed by an alluvial bank running N.E./S.W. At the cliffs alongside the banks of the River Suir, above Rice Bridge, inter-stratification of sharply-folded Ordovician Slates and Sandstone conglomerates may be clearly observed.",0
951,"Japanzine is a Japan-based English-language magazine, published by Carter Witt Media. Now 20 years in publication, it is the successor magazine to The Alien and caters largely to the expatriate community in Japan. Each edition of the magazine contains a map of various Japanese cities and an entertainment guide, as well as several articles - both satirical and serious - on Japanese life. The comic strip character Charisma Man first appeared in The Alien and later in Japanzine. In  May 2008 the magazine introduced Gaijin Sounds, a national music competition for foreign artists in Japan, due to the lack of press coverage given to ""home-grown"" artists . Twelve artists from around Japan were selected as winners with music ranging from techno to indie-pop to rap. The popularity of the contest meant another competition, Gaijin Sounds Vol. 2,  was launched the following year, featuring in the May 2009 issue. The competition soon expanded to the live arena, with 2 live ""finals"" in Osaka and Tokyo in autumn 2009, featuring over 8 bands such as Fukuoka outfit, Nanbanjin; Tokyo-based Kev Gray & The Gravy Train - both who had won the award twice - and the former Matsuyama indie rock band The Watanabes, also based in Tokyo.",0
548,"Teleglitch is a game developed by Test3 Projects, an indie rogue-like action game incorporating features of survival horror. After initial release, a version incorporating free expansion content was released through Paradox as the Die More Edition. Gameplay
Teleglitch puts the player in the role of a scientist at a military technology research station on a distant planet, lone survivor of a disaster that claimed the lives of the other inhabitants. It is played from a top-down point of view, requiring the player to dodge and shoot in all directions while defending themselves against the monsters and robots that were being developed at the station. As players advance through the game they can collect different weapons and items, many of which can be combined into new weapons and tools to aid the player. Similar to the stealth game Monaco: What's Yours is Mine, players can only see what is in their character's line of sight, with level details being revealed from the shadows as they move through an area.",0
370,"Saraya-Jade Bevis (born 17 August 1992), better known by the ring name Paige, is an English retired professional wrestler. She is currently signed to WWE, as an ambassador. She is a two-time (and the youngest) WWE Divas Champion. She was the inaugural NXT Women's Champion on WWE's brand NXT, holding the championship for 301 days. She is the only woman to ever hold both Divas and NXT Women's Championships simultaneously. In 2005, at the age of 13, Bevis made her debut under the ring name Britani Knight for her family's World Association of Wrestling promotion. She went on to hold several championships on the European independent circuit. After talent scouting in England, WWE signed Bevis in 2011, and she began wrestling in its developmental systems, debuting on Florida Championship Wrestling in 2012 and later going on a winning streak in NXT. In her 2014 debut match on the main roster, she won the Divas Championship at the age of 21, becoming the youngest Divas Champion in history.",0
328,"The Daytona 100 was a USAC Championship Car race held at Daytona International Speedway in Daytona Beach, Florida on Saturday April 4, 1959. It was the first and only Indy car race held on the high banks of Daytona, and saw incredible speeds turned in by the front-engined ""roadsters."" The race was part of a triple-header weekend featuring races for the USAC Championship Cars, Formula Libre, and a USAC-FIA sports car endurance race. Both the Champ Car and Formula Libre races were won by Jim Rathmann. However, the weekend was marred by the tragic death of George Amick, who was killed in a crash on the final lap of the Champ Car race. Amick's death came less than two months after Marshall Teague was also killed testing a highly modified Indy roadster at the track. Despite a predicted crowd of over 30,000 spectators for the weekend, turnout was disappointing. With estimates as low as 7,000 to 10,000 in attendance for Saturday, the event was also seen as unsuccessful and a money-loser. In the wake of the tragic circumstances, the blindingly fast speeds were deemed too dangerous for the track, and the Indy cars would never again race on the Daytona International Speedway oval. The sports cars, however, would return and the Daytona Continental later became an annual event, now known as the 24 Hours of Daytona.",0
1785," born January 22, 1783 – September 6, 1856) was an American military officer and politician who served as the first governor of Florida from 1821 to 1822. He also played a significant role in the Mexican–American War during his time in office.
Buckner's early life is not well documented but he began serving in the United States Army at age 17, rising through the ranks quickly due to his military training and leadership skills. In 1812, Buckner was appointed as an aide-de-camp for General Andrew Jackson during the War of 1812. He also served under Colonel William Henry Harrison during the Northwest Indian War (1816–17).
After leaving active duty in 1819, Buckner settled on a plantation near Tampa Bay and became involved with politics. In 1821 he was elected governor of Florida as an independent candidate against Governor John W. Duer. During his term from January to November 1822, Buckner implemented several reforms including the establishment of",1
672,"Thorin Oakenshield is a fictional character in J. R. R. Tolkien's 1937 novel The Hobbit. Thorin is the leader of the Company of Dwarves who aim to reclaim the Lonely Mountain from Smaug the dragon.  He is the son of Thráin II, grandson of Thrór, and becomes King of Durin's Folk during their exile from Erebor. Thorin's background is further elaborated in Appendix A of Tolkien's 1955 novel The Return of the King, and in Unfinished Tales. Commentators have noted that Thorin is Old Norse both in name and character, being surly, illiberal, independent, proud, aristocratic, and like all Dwarves greedy for gold. Tolkien was a Roman Catholic; from a Christian perspective, Thorin exemplifies the deadly sin of avarice, but is able to free himself from it at the time of his death. This deathbed conversion has been compared to the moral transformation of Ebenezer Scrooge in Charles Dickens's A Christmas Carol.",0
1264," January 1959) is a former Australian politician. He served as the Member for Higgins in the New South Wales Legislative Assembly from 2007 to 2019 and was also Minister of Health and Minister for Sport and Recreation in the Baird Government. Prior to his political career, he worked as an accountant at PricewaterhouseCoopers.
    Donaldsons is a member of the Liberal Party of Australia (LPA) and has been involved with various community organisations throughout his life. He was awarded Officer of the Order of Australia for services to public administration in 2019.",1
831,"Wyoming Highway 255 (WYO 255) is a short  unsigned Wyoming state road in the City of Casper known as N. Center Street. This route provides a connection between US 20 Business/US 26 Business and I-25/US 20/US 26/US 87 and runs concurrent with the I-25/US 87 Business route. Route description
Wyoming Highway 255 begins its southern end at US 20 Business/US 26 Business (E 1st St./W 1st St.) in Casper and I-25 Business/US 87 Business which will join 255 from the east. Highway 255 travels north for just under a half-mile as N. Center Street for  to an end at I-25/US 20/US 26/US 87 at Exit 188A. This route is signed as I-25 Business and US 87 Business its whole length from its southern to northern terminus. WYO 255 is also not signed from the interstate.
However, I-25 BUS and US 87 BUS continue after Wyoming Highway 255 ends at its southern terminus by joining US 20 BUS/US 26 BUS eastbound.",0
1030," high school in the fictional town of Havenwood, Oregon. It was founded by a group of students who wanted to create their own community and provide support for each other through difficult times. Today, it remains one of the most well-respected schools on campus, known for its strong sense of brotherhood and academic excellence.
    The Raven's Claw is home to many clubs that cater to different interests such as music, sports, art, and more. These clubs provide opportunities for students to develop their skills in a safe environment where they can express themselves freely without fear of judgment or criticism from others. They also serve an important role by providing support during times when the school may not be able to offer it due to extracurricular activities taking place outside of class.
    The Raven's Claw is known for its strict adherence to a code of conduct that emphasizes respect, honesty, and responsibility towards one another as well as their community at large. This code serves as an unw",1
1505," is a science fiction anime television series that premiered on April 1, 2020. The show follows the adventures of two high school students named Takashi and Yuki who are part-time employees at an amusement park called ""Evo World."" They work together to create new attractions for visitors using their knowledge of various scientific concepts such as physics, biology, chemistry, and engineering.
    In this wiki article, we will provide a detailed overview of the show's storyline, characters, setting, plot points, themes, motifs, symbolism, imagery, music, sound effects, voice actors, production design, costume design, cinematography, editing techniques, visual effects, color grading, and other aspects that contribute to its overall quality.
    The series is set in a world where the laws of physics are different from our own, allowing for various scientific concepts such as time travel, parallel universes, quantum mechanics, and more to be explored through animation. Takashi and Yuki work together",1
459,"Political jurisprudence is a legal theory that some judicial decisions are motivated more by politics than by unbiased judgment. According to Professor Martin Shapiro of University of California, Berkeley, who first noted the theory in 1964: ""The core of  political jurisprudence is a vision of courts as political agencies and judges as political actors."" Legal decisions are no longer focused on a judge's analytical analysis (as in Analytical jurisprudence), but rather it is the judges themselves that become the focus for determining how the decision was reached. Political jurisprudence advocates that judges are not machines but are influenced and swayed by the political system and by their own personal beliefs of how the law should be decided. That is not to say necessarily that judges arbitrarily make decisions they personally feel should be right without regard to stare decisis. Instead they are making decisions based on their political, legal, and personal beliefs as it relates to the law. Deeply, and with more implication for the society, the decisions of the judges are not only modified from the politics, but modify itself the politics and the process of law making in a so influential way, that we can say that the policy-making is ""judicialized"". Shapiro noted political jurisprudence as having two wings, the macro wing and the micro wing. The macro wing looks at courts as players in the political process. In their processes of decision making, they entertain matters from different interest groups hence shape policy through pressure from these. the micro wing looks at individual decisions of judges. The second wing is a manifestation of Charles H. Pritchett who introduced behaviorism into USA judicial studies after studies that showed individual decisions in courts have been increasing since the days of President Roosevelt.",0
1626," by trained professionals to assist in emergency situations. It involves the use of specialized equipment and techniques, such as self-contained breathing apparatus (SCBA) or surface supplied air/oxygen (SSO), which allow divers to work safely below water's surface for extended periods without decompression stops.
    Public safety diving is often used by law enforcement agencies, search and rescue teams, fire departments, emergency medical services, and other first responders in situations where they need assistance underwater or when there are hazards present that make it unsafe to use traditional methods of accessing the water's surface. The primary goal of public safety diving is to provide a safe means for these professionals to access submerged objects such as downed aircrafts, sunken vessels, bodies of missing persons, and other hazardous situations in order to perform their duties effectively.
    Public safety divers are trained extensively on how to use the equipment they will be using during an emergency situation, including proper donning and doffing procedures for",1
547,"The 1976 Çaldıran–Muradiye earthquake occurred at 14:22 local time (12:22 UTC) on 24 November. The epicenter was located near Çaldıran, 20 km northeast of Muradiye, in the Van Province of eastern Turkey. The earthquake had a magnitude of 7.3 with a maximum intensity of X (Extreme) on the Mercalli intensity scale. The area of severe damage, where over 80% of the buildings were destroyed, covered an area of 2,000 square kilometres. There were between 4,000 and 5,000 casualties. Tectonic setting
The easternmost part of Turkey lies within the complex zone of continuing continental collision between the Arabian Plate and the Eurasian Plate. The overall shortening that affects this area is accommodated partly by thrusting along the Bitlis-Zagros fold and thrust belt and partly by a mixture of sinistral strike-slip on SW-NE trending faults and dextral strike-slip on NW-SE trending faults. The earthquake was caused by movement on the Çaldıran Fault, one of the dextral faults, which had not been recognized before the earthquake. No earthquakes with magnitudes of 6 or greater were recorded within 100 km of Çaldıran in the preceding 74 years, possibly explaining why it was considered an area of only intermediate seismic risk (zone 3 out of the five-zone system of seismic risking used in Turkey at the time, with zone 1 being the highest).",0
1170," cartography, refers to a visual phenomenon where two or more features are displayed differently depending upon their relative position and orientation. This can be achieved through various techniques such as contour lines that appear thicker for areas with higher elevation, shading patterns based on altitude, or color coding used to differentiate between different landforms.
    The figure-ground effect is often seen in maps where the terrain features are depicted differently from each other and at varying scales of detail. This can be achieved through a combination of techniques such as contour lines that appear thicker for areas with higher elevation, shading patterns based on altitude or color coding used to differentiate between different landforms.
    The figure-ground effect is often seen in maps where the terrain features are depicted differently from each other and at varying scales of detail. This can be achieved through a combination of techniques such as contour lines that appear thicker for areas with higher elevation, shading patterns based on altitude or color coding used to differentiate between different land",1
1848," video game companies in Japan, founded by Hiroshi Yamauchi and Shigeru Miyamoto. The company is best known for its role as a producer of arcade games during the 1980s and 1990s, including popular titles such as ""Pilotwings,"" ""F-1 Race,"" and ""Super Mario Bros.""
    In addition to producing video game software, nthellworld also created several hardware peripherals that were used in its games. These included joysticks for arcade cabinets, which allowed players to control their avatars with greater precision than was possible using traditional buttons on the cabinet's controller pad. The company continued to innovate and expand into new areas of gaming technology throughout its history, including developing home consoles such as the Nintendo 64 and creating online multiplayer networks like ""Nintendo Power.""
    Despite facing financial difficulties in recent years due to competition from other video game companies, nthellworld remains an important figure in Japanese arcade culture. Its legacy continues through",1
618,"Republiek is a Dutch republican pressure group advocating the replacement of the Dutch Monarchy with a de facto parliamentary republic, founded in January 1998 in Amsterdam by Ewout Irrgang and Elisabeth van der Steenhoven, under the previous name Nieuw Republikeins Genootschap (NRG). It is a member organisation of the Alliance of European Republican Movements and is currently the largest organisation solely campaigning for a republican constitution for The Netherlands. Republic states that its mission is: ""To achieve the abolition of the Dutch monarchy in favour of a democratic republic"". As of 2022, Floris Müller is the current Chair, and Bram van Montfoort the Campaign Manager. Aims
Republiek opposes the Dutch monarchy because of its successive nature and seeks to form a parliamentary republic through democratic means. Republiek seeks to bridge the discrepancy between the Dutch form of government and its democratic order by creating a republican form of government. Republiek achieves this by the numerous developments and incidents, as result of the inevitable friction, critically examining them and stimulating the discussion of this matter. Nationally but also regionally, Republiek is active in this field.",0
813,"Takis Würger (born 1985) is a German investigative journalist, author, war correspondent and staff writer for the news magazine Der Spiegel, reporting from warzone locales such as Afghanistan, Libya, Ukraine, and throughout the Middle East. He was one of the few reporters spending time as an embedded journalist with German military snipers in Afghanistan. He also accompanied German radical Muslims to a Madrasa in Alexandria, Cairo. After sleeping in the apartment of the renowned Salafist preacher Sven Lau and spending a couple of days with him, Würger had to flee the country for security reasons.
  	
Würger, who attended the Henri Nannen School for Journalism in Hamburg, received the German Reporter Award and in 2013 the CNN Journalist Award Germany / Austria / Switzerland for a story about German soldiers in Afghanistan. In 2014 he received the Hansel-Mieth-Preis for a story about an old boxer. In 2010 Würger was nominated by Medium Magazin as one of the „Top 30 Journalists under 30"".",0
