,text,classification
109,"Pultenaea costata, commonly known as ribbed bush-pea, is a species of flowering plant in the family Fabaceae and is endemic to the Grampians National Park in Victoria. It is a spreading shrub with egg-shaped to lance-shaped leaves, and dense clusters of pea-like flowers. Description
Pultenaea costata is a spreading shrub that typically grows to a height of up to  and has stems that are hairy when young. The leaves are egg-shaped to lance-shaped,  long and  wide tapering to a sharp, down-curved point and with dark brown stipules about  long at the base. The flowers are arranged in dense clusters of five to eight surrounded by bracts about  long with two points on the tip. Bracteoles about  long are attached to the base of the sepal tube. The sepals are about  long and joined at the base, the lobes hairy. The standard petal is  wide and the ovary is covered with long hairs. The fruit is a pod surrounded by the remains of the sepals.",0
885,"XHCMO-TDT is a television station in Cuernavaca, Morelos. Broadcasting on virtual channel 15, XHCMO is a public and educational television station owned and operated by the state of Morelos and managed by the Instituto Morelense de Radio y Televisión (IMRyT). The station went on air on April 17, 1991 as XHCMO-TV, broadcasting on channel 3. This made it the first state-run television station in Morelos, under the auspices of what was then known as the Morelos System of Radio and Television (Sistema Morelense de Radio y Televisión or SMRTV, not to be confused with the similarly named Michoacán state network). After 1995, when SMRTV was dissolved, the quality of its radio and television stations began to fade. The Canal 3 transmitter weakened with lack of maintenance, while equipment became outdated. In 2000, the former SMRTV stations were reorganized, but for political reasons, the needed modernization of the radio and television stations did not happen. In 2010, SMRTV was reformed, and in 2013, it took on its current name of IMRyT.",0
1842," 1968, in the city of Bellingham, Washington. They were a result of tensions between white and African American students at Western Washington University. The protests began when a group of black students arrived on campus to start their first day of classes. The university's administration had not provided adequate facilities for them, including restrooms and water fountains, which led to several days of protests and disruptions on campus.
 3 The Bellingham riots were a result of the civil rights movement of the time, where African Americans were fighting for equal treatment and opportunities. The black students at Western Washington University wanted to be treated equally and have access to basic facilities that were available to their white counterparts. This led to protests and disruptions on campus, which ultimately resulted in the Bellingham riots.",1
537,"The Cinema of Niger began in the 1940s with the ethnographical documentary of French director Jean Rouch, before growing to become one of the most active national film cultures in Francophone Africa in the 1960s-70s with the work of filmmakers such as Oumarou Ganda, Moustapha Alassane and Gatta Abdourahamne. The industry has slowed somewhat since the 1980s, though films continue to be made in the country, with notable directors of recent decades including Mahamane Bakabe, Inoussa Ousseini, Mariama Hima, Moustapha Diop and Rahmatou Keïta. Unlike neighbouring Nigeria, with its thriving Hausa and English-language film industries, most Nigerien films are made in French with Francophone countries as their major market, whilst action and light entertainment films from Nigeria or dubbed western films fill most Nigerien theatres. 1940s-1950s: Colonial beginnings 
The first Nigerien films were made in the 1940s, when Niger was still under French rule as part of French West Africa. Jean Rouch, a French ethnographic filmmaker, is generally considered 'the father of Nigerien film'. Arriving initially as an engineer in 1941, Rouch remained in Niger after independence, and mentored a generation of Nigerien filmmakers and actors, including Damouré Zika, Moustapha Alassane and Oumarou Ganda. Rouch made his first film in Niger in 1947, with the short documentary Au Pays des Mages Noirs (In the Land of Black Mages), going on to make a number of similar short ethnographic documentaries, such as Les Magiciens de Wanzarbé (1948), Initiation à la danse des possédés (Initiation to the Dance of the Possessed; 1949) and Chasse à l'hippopotame (Hippopotamus Chase; 1950).",0
262,"Petty Enterprises (formerly Lee Petty Engineering) was a NASCAR racing team based in Level Cross, North Carolina, USA. It was founded by Lee Petty with his two sons Richard Petty and Maurice Petty. The team was later owned by Richard Petty, his son Kyle Petty and Boston Ventures. At the time of its folding the team operated the No. 43 and No. 45 Dodge Chargers in the NASCAR Sprint Cup Series. Petty Enterprises ran from 1949 until 2008.  The team closed shop in January 2009 and merged with Gillett Evernham Motorsports after sponsorship could not be found for any of the cars in the Petty stable; the merged team took the name Richard Petty Motorsports, adopting a logo similar to that of Petty Enterprises' logo. In 2021, Richard Petty Motorsports became Petty GMS Motorsports. Petty Enterprises formerly held the title of winningest team in NASCAR Cup Series for 61 years, beginning in 1960 with a win by Lee Petty. At the time of the team's final victory, it totaled 268 wins in the series. In 2021, Hendrick Motorsports eclipsed the record, winning its 269th race in the Coca-Cola 600 with Kyle Larson.",0
858,"Jennifer ""Jen"" Miller (also known as Saint Reverend Jen and Reverend Jen —  born Jennifer Miller on July 24, 1972 in Silver Spring, Maryland) is an American performer, actress, writer, painter, director, preacher, and poet from Manhattan, New York City. In 2002 Miller was named the Village Voice's ""Best D.I.Y. Go-Girl"" in the category of ""Over 21"". Activities 
Miller formerly wrote the I Did It for Science column for nerve.com and  writes a column entitled Diary of an Art Star for Artnet. She is also associated with several movements and projects that were launched as a response to various popular concepts. Some examples include the Anti-Slam open mike movement and the Mr. Lower East Side Pageant, with was founded to ""counteract the objectification of the female body in art"". Miller has written multiple books such as Reverend Jen's Really Cool Neighborhood and has written for other projects such as The Adventures of Electra Elf and Fluffer, a low budget Public-access television show produced by Nick Zedd.",0
636,"""Papi"" is a song recorded by American singer Jennifer Lopez for her seventh studio album Love? (2011). The Latin-flavored dance song was written by RedOne, AJ Junior, BeatGeek, Teddy Sky, Bilal Hajji and Jimmy Joker, and produced by RedOne, BeatGeak and Jimmy Joker. The lyrical content of the song revolves around Lopez's love to dance for her man. The song was due to be released as a promotional single to help promote the album on April 19, 2011, but the song was unlocked and released on April 17, 2011, through a campaign on Lopez's Facebook page. ""Papi"" received praise from music critics, stating that it was one of the highlights from Love? ""Papi"" received a full commercial release as Love?s third single in September and October 2011. On October 27, 2011 ""Papi"" became Lopez's 11th number one single on the Billboard Hot Dance Club Songs Chart. A music video was released for the song and it was directed by Paul Hunter, who had previously worked with her for videos including her 2000 hit ""Love Don't Cost a Thing"". The plot of the video involves Jennifer Lopez eating a mysterious love cookie, and the next morning a mob of men go crazy for her, chasing her all over the city. The song was also used as the opening number of Miss Earth 2011.",0
1948," has a band structure in which the energy levels of electrons are quantized and do not depend on their position along the surface. This means that there is no electric charge separation between the interior and exterior of the material, and the material behaves as an insulator on both sides. The concept was first proposed by Klaus von Klitzing in 1985[1] and has since been explored for a variety of materials, including metals, semiconductors, and superconductors.
 2. Topological insulators can exhibit unique electronic properties that distinguish them from other types of materials. For example, they may have zero electrical resistance on one side but non-zero resistance on the other side, depending on the direction of the external electric field. They may also exhibit quantum Hall effect behavior, where the electron density is quantized in a specific range of frequencies. These properties make topological insulators important for electronic devices and spintronics, as well as for fundamental physics research",1
1128," artist, writer and cultural activist from the Wakandan/Cree Nations of Turtle Island (Canada). She has worked in various mediums including film, video, installation, performance art, and writing. Her work explores themes related to identity, culture, history, and social justice issues. 
 200 word wikipedia introduction on 'Pamela J. Peters'
 
Pamela J. Peters is an Indigenous multimedia artist, writer, and cultural activist from the Wakandan/Cree Nations of Turtle Island (Canada). She has worked in various mediums including film, video, installation, performance art, and writing. Her work explores themes related to identity, culture, history, and social justice issues. 
Pamela J. Peters is a multi-talented artist who has used her skills to bring attention to important social issues. She has used various mediums such as film, video, installation, performance art, and",1
80,"Analytical psychology (, sometimes translated as analytic psychology and referred to as Jungian analysis) is a term coined by Carl Jung, a Swiss psychiatrist, to describe research into his new ""empirical science"" of the psyche. It was designed to distinguish it from Freud's psychoanalytic theories as their seven-year collaboration on psychoanalysis was drawing to an end between 1912 and 1913. The evolution of his science is contained in his monumental opus, the Collected Works, written over sixty years of his lifetime. The history of analytical psychology is intimately linked with the biography of Jung. At the start, it was known as the ""Zurich school"", whose chief figures were Eugen Bleuler, Franz Riklin, Alphonse Maeder and Jung, all centred in the Burghölzli hospital in Zurich. It was initially a theory concerning psychological complexes until Jung, upon breaking with Sigmund Freud, turned it into a generalised method of investigating archetypes and the unconscious, as well as into a specialised psychotherapy.",0
991,"Valentin Kuklev - (born 11 April 1948, Moscow, Russia) - researcher of semantics, author of books, articles and television broadcasts on symbolism. Soviet and Russian underground activist, philosopher and thinker. Follower of V. Nalimov. Board member of the futurological group futura.ru. Participant of the project ""Ways of energy development in Europe"", together with DaimlerChrysler; projects ""Networked Economy"", ""Terrorism in the 21st Century"" (for the Federation Council of Russia). From 1989-1994, lived in Los Angeles, California, US. Currently lives in Moscow, Russia. 
Biography 
In 1972, he began working on the system design in CRI DIAS (Design Institute of Automated Systems) at Gosstroy USSR. At that time - one of the founders of the Electronic Music Studio at the Scriabin Museum. The studio work was carried out to establish a multimedia environment and audio-visual synthesis. At the same time with the participation of V. Kuklev an underground group named ""Context"" is formed. It includes philosophers, philologists, psychologists. Group's main aim was translation and samizdat publishing of works by famous non-Soviet thinkers, which were officially prohibited by Soviet Government. Among them are works of Carlos Castaneda, J. Lilly, Eric Berne, Friedrich Nietzsche, Buddhist works.",0
1775," engineer and inventor who played a significant role in the development of noise-cancelling technology. He is best known for his invention of the ""Noise Reduction System"" or ""NRS"", which was first introduced in 1952 and became one of the earliest successful noise-cancelling technologies. The NRS was designed to reduce unwanted sound by creating a low-frequency interference pattern that cancelled out the original sound, making it easier for people to listen to their favorite music or other sounds without background noise. Firestone's invention revolutionized the audio industry and paved the way for modern noise-cancelling technology used in headphones, earbuds, and other listening devices today.",1
1345," 1978 by British author and journalist John Fairfax. The book contains a collection of articles, some of which are fictional, others non-fiction, and all of them written in a lively and engaging style. The title of the book refers to the concept of games played on floors, such as juggling, hopping, or balancing objects on one's head. Fairfax describes these activities as ""a form of exercise"" that can help improve physical dexterity, coordination, and balance. He also explores the history and cultural significance of floor games, interviewing experts in the field and examining historical artifacts and literature from around the world. Overall, Floor Games is a fascinating exploration of an often overlooked aspect of human culture and activity.",1
1784," bishop and chronicler. He is known for his History of the Franks, which covers the history of Frankish kingdoms from the Roman era to the 12th century. The work is notable for its detailed information on the Franks, their rulers, and their wars with neighboring tribes. Gervais de Château-du-Loir was also a chronicler in his own right, writing a series of chronicles covering the period from the 7th to the 10th century. His works are still studied today for their historical value and insight into medieval Europe.",1
1855," was an American manufacturer of bicycles and other vehicles. He founded the company that bears his name in 1873, which became one of the largest bicycle manufacturers in the world during the late 19th century. Rumpel's bicycles were known for their high quality and reliability, and he is credited with introducing many innovations that helped to make cycling a popular sport. He was also an advocate for safety on the road and worked to improve the design of bicycles to reduce the risk of accidents.",1
1746," rights"", is a legal concept that allows a person to gain ownership of land or property by having occupied and used it continuously for five years or more, without the owner's permission. This means that the person can claim title to the property as their own, even if they did not pay rent or have any documents proving ownership. Adverse possession is most commonly found in common law countries such as the United States, Canada, and Australia, but it has been abolished in some states of India. The concept of adverse possession originated from the need to provide security of tenure for landowners, who might be unable to prove their title due to various reasons such as fraud or lack of records. It is important to note that adverse possession does not apply to registered property, which is protected by law and cannot be taken over by someone else without legal action being taken against them.",1
63,"Submarine Museum  is a museum made out of a decommissioned submarine situated in Klebang, Malacca, Malaysia. The decommissioned submarine is a France-made Agosta class 70 submarine named Quessant (S623), which was used to train the first Royal Malaysian Navy crews from 2005 to 2009. It measures 67.5 meters in length, 11.7 in height and 6.5 meters in width, with a displacement of 1,300 tonnes, and was last used by the Royal Malaysian Navy and French Navy in July 2009, when journey through the Atlantic Ocean was made. On 23 September 2011, Malaysian Ambassador to France Tan Sri Abdul Aziz Zainal signed an agreement for the ownership of the unused submarine with French Defense Minister. The decommissioned submarine was transported by sea by Felda Transport Services Sdn. Bhd. and Jumbo Shipping. It departed from French Naval Base in Brest, France on 9 October 2011. It reached Malaysia on 13 November 2011, and arrived in Klebang on 17 November 2011. The museum was opened to the public on 22 November 2011 for 10 days as a promotional preview. A total of 25,000 visitors flocked into the museum, including the Governor of Malacca Mohd Khalil Yaakob.",0
1743," February 26, 2012) was an American teenager who was killed in a shooting incident that has become the subject of national debate and controversy. He was born in Miami-Dade County, Florida, and lived with his mother and stepfather in Sanford, Florida. Trayvon Martin was a senior at Miami Senior High School, where he was active in sports such as football and basketball. In 2011, he received the Youth of the Year award from the Boys & Girls Clubs of America for his leadership skills and community service work. On February 26, 2012, Martin was shot and killed by neighborhood watch volunteer George Zimmerman in Sanford, Florida, during a scuffle that followed an altercation over a suspicious person report. The case sparked national outrage and debate about racial profiling, self-defense, and Stand Your Ground laws. It remains one of the most widely discussed topics in American society today.",1
416,"Katrina Kaif (; born Katrina Turquotte; 16 July 1983) is a British actress who works in Hindi-language films. One of the highest-paid actresses in India, she has received several accolades, including four Screen Awards and four Zee Cine Awards, in addition to three Filmfare nominations. Though she has received mixed reviews for her acting, she is noted for her dancing ability in various successful item numbers. Born in Hong Kong, Kaif lived in several countries before she moved to London for three years. She received her first modelling assignment as a teenager and later pursued a career as a fashion model. At a fashion show in London, Indian filmmaker Kaizad Gustad cast her in Boom (2003), a critical and commercial failure. While Kaif established a successful modelling career in India, she initially had difficulty finding film roles due to her poor command of Hindi. After appearing in the Telugu film Malliswari (2004), Kaif earned commercial success in Bollywood with the romantic comedies Maine Pyaar Kyun Kiya? (2005) and Namastey London (2007). Further success followed with a series of box-office hits, but she was criticised for her acting, repetitive roles, and inclination to male-dominated films.",0
1830," is a form of scientific misconduct in which an individual who has no expertise in the field being studied reviews and criticizes a scholarly article, book, or other academic work without any knowledge of the subject matter. The purpose of sham peer review is to generate positive reviews that appear to be from experts in the field, but are actually written by individuals with little or no expertise in the area. This can lead to inaccurate and misleading reviews that may influence decisions about funding, publication, tenure, or hiring. 
 
Sham peer review is often carried out by individuals who have a financial interest in the outcome of the research being reviewed, such as pharmaceutical companies or medical device manufacturers. It can also be carried out by individuals with personal animosity towards the researchers or their work, or by individuals seeking to gain fame or recognition through negative criticism. 
Sham peer review is considered a serious form of scientific misconduct because it undermines the integrity of the academic publishing process and can have serious consequences for",1
773,"Engineering education is the activity of teaching knowledge and principles to the professional practice of engineering. It includes an initial education (bachelor's and/or master's degree), and any advanced education and specializations that follow. Engineering education is typically accompanied by additional postgraduate examinations and supervised training as the requirements for a professional engineering license. The length of education, and training to qualify as a basic professional engineer, is typically 5 years, with 15–20 years for an engineer who takes responsibility for major projects. Science, technology, engineering, and mathematics (STEM) education in primary and secondary schools often serves as the foundation for engineering education at the university level. In the United States, engineering education is a part of the STEM initiative in public schools. Service-learning in engineering education is gaining popularity within the variety of disciplinary focuses within engineering education including chemical engineering, Civil engineering, mechanical engineering, industrial engineering, computer engineering, electrical engineering, architectural engineering, and other engineering education.",0
1956," 2015) was a male English Shepherd dog who became famous for his ability to play soccer with a ball. He was born in England and lived in a small village called Greatham, where he spent most of his life playing with the local children.
Soccer was known for his love of playing soccer and would often spend hours chasing after a ball or training with other dogs. However, it wasn't until he met a group of children from a nearby school that he truly became famous. The children loved Soccer and he in turn loved being around them. They taught him how to play soccer properly and he quickly became an expert player.
Soccer's popularity spread throughout the village and soon he was known all over England. He appeared on television shows, in newspapers, and even had his own fan club. People from all over the world would come to see Soccer and watch him play with a ball.
Despite his fame, Soccer never forgot",1
666,"Naviance is an American college and career readiness software provider that partners with high schools and other K–12 institutions to provide students with college planning and career assessment tools. The company reports that its products reach more than 7 million students at nearly 8,500 schools in 100 countries. History and acquisitions
Naviance was founded in Washington, D.C., in 2002 by Steven R. Swanson, Stephen M. Smith and Shaun Fanning. Its offices are currently located in Arlington, Virginia. In 2007, Naviance was acquired by Hobsons, a subsidiary of the Daily Mail and General Trust (DMGT). Like Naviance, Hobsons is a technology company that works in the education field. In 2010, Naviance acquired the college recommendation engine MyFit, which uses data modeling to help students to identify colleges that match them academically and socially. In 2012, Naviance acquired PrepMe, a provider of adaptive learning solutions for PSAT, SAT and ACT test preparation. In 2021, Naviance was acquired by PowerSchool.",0
1896," ""New Technology"") is a large-scale airship designed by the German company Aeroscraft. It was developed as an alternative to traditional rigid airships, which are limited in their capacity and range due to their fixed shape and propulsion system. The Zeppelin NT has a unique combination of lifting technology that includes a modular design with interchangeable parts, powered by hybrid electric engines that can be recharged in just 30 minutes. It is designed to fly at an altitude of up to 18 km (62 miles) and can carry up to 50 people or 4 metric tons of cargo. The Zeppelin NT has a range of around 7,000 km (4,300 miles) and can stay aloft for several days at a time. It is capable of landing on water or land, making it ideal for missions that require transportation over long distances.",1
882,"Govind P. Agrawal is an Indian American physicist and a fellow of Optica, Life Fellow of the IEEE, and Distinguished Fellow of the Optical Society of India. He is the recipient of James C. Wyant Professorship of Optics at the Institute of Optics and a professor of physics at the University of Rochester. He is also a Distinguished scientist at the Laboratory for Laser Energetics (LLE) in the University of Rochester. Agrawal has authored and co-authored several highly cited books in the fields of non-linear fiber optics, optical communications, and semiconductor lasers. Early life 
Agrawal was born on July 24, 1951 in Kashipur of the Nainital district, which was then a part of Uttar Pradesh. He received the B.S. in physics degree from the University of Lucknow in 1969, with honors. He received the M.S. and PhD in physics degrees from the Indian Institute of Technology Delhi, in 1971 and 1974 respectively. He worked in a post-doctoral position in École Polytechnique in France, from 1974 to 1976.",0
1538," Paris, 3 February 1987) was a French-Tunisian geologist and explorer. He is best known for his work in the Sahara desert, where he discovered several new areas of land that had been previously unknown to Western science. Tazieff's most famous discovery was the ""Red Sea"" at the southern end of the Dead Sea, which he named after his mentor, French geologist André-Georges Haouz. He also made significant contributions to the study of the Jordan River and its tributaries in Israel. In 1956, Tazieff was awarded the Grand Prix de la Civilization Française pour l'Europe for his work on the Sahara desert.",1
464,"Percy Anderson (22 March 185130 October 1928) was an English stage designer and painter, best known for his work for the D'Oyly Carte Opera Company, Sir Herbert Beerbohm Tree's company at His Majesty’s Theatre and Edwardian musical comedies. Life and career
Anderson was born on 22 March 1851 at Willesden, North West London. His first significant production was the comic opera Lady of the Locket, composed by William Fullerton Jr. with a libretto by Henry Hamilton. Beginning with The Yeomen of the Guard (1888), Anderson designed the costumes for all the original productions of the Savoy Operas. He continued to design costumes for D'Oyly Carte revivals in the early twentieth century, including for Trial by Jury, H.M.S. Pinafore, The Pirates of Penzance, Patience, Iolanthe, Princess Ida, Ruddigore, The Yeomen of the Guard, and The Gondoliers. For Herbert Beerbohm Tree at His Majesty's Theatre, Anderson designed Twelfth Night, The Merry Wives of Windsor, Richard II, King John, A Midsummer Night’s Dream, The Tempest, and two plays by Stephen Phillips, Herod and Ulysses. He designed the costumes for Henry James’s ill-fated theatrical effort, Guy Domville; The Times was not impressed by either the play or the costumes.",0
784,"The Topkhana Forest  is a forest and a state reserve located near Shusha, Azerbaijan. Claims of its destruction in 1988 caused tensions over the political future of Nagorno-Karabakh and encouraged civil and inter-ethnic unrest that would eventually erupt into the first Nagorno-Karabakh War. History
Topkhana is the name of a gently-sloping hillside opposite (and visible from) the town of Shusha, but separated from the town by deep gorge containing the Karkar (also known as the Dashalty) river. Its name derives from it being the location of cannons (""top"" in Turkic languages) of Mohammad Khan Qajar during his siege of Shusha in 1795. The forest was mentioned in Anar Rzayev's novel The Last Night of the Expiring Year first published in 1970. Yevgeni Kotlyarov, USSR Master of Sports and specialist on athletic tourism, mentioned ""forested slopes of the Topkhana plateau in Shusha"" in his 1978 publication on mountain tourism in Karabakh. In his book of critical reviews of Soviet literature, published in 1985, writer Elchin Afandiyev, who spent his younger years in Shusha, mentioned ""staring into the dark blue depth of the mighty Topkhana forest"" as a youth and ""dreaming of having [his] first novel published"".  In early November 1988, the site was described by Galina Starovoitova as home to ""just one rather spindly tree and some scrubby bushes"".",0
1410," 3, 2018) was a Greek-American businessman and philanthropist. He was the founder of the company The Gyft Group, which produces jewelry and accessories for women. He was also known as one of the largest donors to the Democratic Party in the United States.
Elias Gyftopoulos was born on July 4, 1927, in Greece. He came to the United States with his family when he was a child and grew up in New York City. After attending college, he started working as an accountant for a company that produced jewelry and accessories for women. In 1965, he founded The Gyft Group, which became one of the largest suppliers of jewelry and accessories to department stores such as Macy's and Lord & Taylor.
Gyftopoulos was also known for his philanthropic activities. He donated millions of dollars to various charitable organizations, including the Democratic Party in the United States. In",1
915,"Hollywood on Television is a five-and-a-half-hour, six-day-a-week live television talk show that starred newcomer Betty White and radio disc jockey Al Jarvis that ran from 1949-1953. When Jarvis left the show in 1951, film star Eddie Albert took his place and co-hosted with White for six months until thirty-three and a half hours of live ad-lib television per week, featuring just the two of them, took its toll and he also resigned. White was then hosting the show alone, and is believed to have been the first female television talk show host as a result. After a period of White talking directly into the camera lens for hours at a stretch, the show began accepting guests to interact with her as well as gradually incorporating scripts and sketches.  Similar to Jackie Gleason's Honeymooners sketches on the Dumont Network during the same era, recurring sketches involving White as a housewife named Elizabeth caught on with the viewers to the point that expanding the sketches into a half-hour sitcom appeared to be the obvious next step. Series pianist George Tibbles began writing the sketches. Studio producer Don Fedderson, Tibbles and White formed a production company called ""Bandy Productions,"" named after Betty White's dog Bandit, and White changed over to a half hour sitcom format based on the Elizabeth sketches entitled Life With Elizabeth, which ran in syndication for two years and sixty-five episodes. ",0
989,"John Edward Hetki (May 12, 1922 – January 10, 2019) was a long relief pitcher in Major League Baseball who played for the Cincinnati Reds, St. Louis Browns and Pittsburgh Pirates in all or parts of eight seasons spanning 1945–54. Listed at , , Hetki batted and threw right-handed. He was born in Leavenworth, Kansas. Minor league career
Hetki first played in the Minor Leagues at the age of 18. He had a promising debut, winning 16 games and losing 10 for the Albuquerque Cardinals of the Arizona–Texas League in 1941. Hetki then was signed by the Reds organization before the 1942 season, and he went 4–1 with a 2.16 ERA with the Birmingham Barons before joining the Ogden Reds, where he was 13–8 and led the Pioneer League with a 2.24 ERA. Overall, he finished the split season with a 17–9 record and a 2.22 ERA in 29 games pitched. His career was interrupted, however, by two years of military service during World War II.",0
1174," 2087+4007, is a binary star system located about 65 light-years away from Earth in the constellation of Pegasus. It consists of two stars: a main sequence star and a subgiant star. The primary component is an O-type star with a mass of approximately 12 solar masses and a surface temperature of around 30,000 Kelvin. The secondary component is a subgiant star that has expanded to about 8 times the size of the Sun due to nuclear fusion in its core. This expansion makes it one of the largest known stars in the galaxy. V391 Pegasi b was discovered in 2004 by astronomers using the radial velocity method, and it is considered a prime candidate for studying the formation and evolution of binary star systems.",1
6,"HarperOne is a publishing imprint of HarperCollins, specializing in books that aim to ""transform, inspire, change lives, and influence cultural discussions."" Under the original name of Harper San Francisco, the imprint was founded in 1977 by 13 employees of the New York City–based Harper & Row, who traveled west to San Francisco to be at the center of the New Age movement. Harper acquired the religious publisher Winston-Seabury from CBS in 1986. Harper San Francisco changed its name to HarperOne in 2006, and expanded its core book categories beyond religion and spirituality to include health and wellness and inspirational non-fiction. Partial bibliography
 The Alchemist by Paulo Coelho (25th anniversary edition 2015)
 The Subtle Art of Not Giving a F*ck by Mark Manson (2016)
 What Is the Bible? by Rob Bell (2017)
 Brave by Rose McGowan (2018)
 Mere Christianity by C.S. Lewis (repackaged edition 2015)
 Search Inside Yourself by Chade-Meng Tan (2012)
 The End of Dieting by Dr. Joel Fuhrman (2015)
 A Return to Love by Marianne Williamson (reissue edition, 1996)
 Made for Goodness by Archbishop Desmond Tutu (reprint edition 2011)
 My Spiritual Journey by the Dalai Lama (2010)
 The Art of Power by Thich Nhat Hanh (2007)
 The Dark Night of the Soul by Gerald May (2004)
 You Belong: A Call for Connection by Sebene Selassie (2020)",0
956,"Robert Rose may refer to:  Robert E. Rose (1939-2022), American politician, Lieutenant Governor of Nevada
 Robert L. Rose (1804–1877), U.S. Representative from New York
 Robert N. Rose (born 1951), U.S. Cybersecurity expert
 Robert R. Rose Jr. (1915–1997), American judge, justice of the Wyoming Supreme Court
 Robert S. Rose (1774–1835), U.S. Representative from New York
 Robert Rose (basketball) (born 1964), retired American/Australian basketball player
 Bob Rose (footballer) (1928–2003), Australian rules footballer (1946–1955) and coach
 Robert Rose (sportsman) (1952–1999), Australian rules footballer (1970–1973) and cricketer
 Bobby Rose (baseball) (born 1967), American former MLB and NPB baseball player
 Robert Kevin Rose (born 1977), American, entrepreneur and on-air talent from California
 Bob Rose (politician) (1933–2000), Canadian politician, Progressive Conservative member of the Legislative Assembly of Manitoba, 1990–1995
 Bob Rose (Manitoba Liberal) (born 1931), Canadian politician, Liberal member of the Legislative Assembly of Manitoba, 1988–1990
 Bobby G. Rose, American politician write-in candidate in the United States House of Representatives elections in Illinois, 2010
 Robert Rose (gridiron football) (born 1987), American football defensive end
 Robert John Rose (born 1930), American prelate of the Roman Catholic Church",0
1147," or Andean woolly monkey is a species of New World monkey native to the Andes Mountains in South America. It belongs to the family Callitrichidae and the genus Orycteropus. This small-bodied primate has a distinctive fur pattern that includes long hairs on its face, neck, and shoulders, as well as a thick mane of woolly hair around its head. The common woolly monkey is omnivorous, feeding primarily on insects, fruits, and seeds, but it also scavenges for food when necessary. It has been known to climb trees using its long tail, which acts like a tassel on a horse's tail. This species is considered to be vulnerable due to habitat loss and hunting pressure.",1
1849," November 23, 1975) was a Chilean poet and writer. He is considered one of the most important figures in modernist poetry in Latin America. He was born in Tocopilla, a small town located in the Atacama Desert in northern Chile. His father was a Spanish immigrant who worked as a salt miner. Piñeiro's early life was marked by poverty and hardship, which he later used to fuel his writing. He began writing at a young age and had his first poem published when he was only 16 years old. In 1908, he moved to Santiago de Chile to study law but soon abandoned his studies to become a writer. He worked as a journalist for several newspapers before publishing his first book of poetry, Poemas, in 1923. Piñeiro's work was heavily influenced by the modernist movement in literature and art, which sought to break away from traditional",1
832,"Philip Walsingham Sergeant (27 January 1872, Notting Hill, London – 20 October 1952) was a British professional writer on chess and popular historical subjects. He collaborated on the fifth (1933), sixth (1939), and seventh (1946) editions of Modern Chess Openings, an important reference work on the chess openings. He also wrote biographical game collections of Paul Morphy (Morphy's Games of Chess (1916) and Morphy Gleanings (1932)), Rudolf Charousek (Charousek's Games of Chess (1919)), and Harry Nelson Pillsbury (Pillsbury's Chess Career, with W. H. Watts, 1922), and other important books such as A Century of British Chess (1934) and Championship Chess (1938). Harry Golombek writes that, ""Without any pretensions to mastership, he represented Oxford University in the years 1892-5"". Golombek considers A Century of British Chess probably Sergeant's best chess book, but opines that although Sergeant's chess books are lucidly written, they suffer from the defect that, as a non-master, he was not competent to deal with the annotational aspect of his work.",0
166,"363 (three hundred [and] sixty-three) is the natural number following 362 and preceding 364. In mathematics
 363 is the sum of nine consecutive primes (23 + 29 + 31 + 37 + 41 + 43 + 47 + 53 + 59).
 It is an odd, composite, positive, real integer, composed of a prime (3) and a prime squared (112).
 The 363rd day in a year is 29 December (28 December in leap years).
 363 is a palindromic number in bases 3, 10, 11 and 32.
 Any subset of its digits is divisible by three.
 363 is a repdigit (BB) in base 32.
 363 is a 122-gonal number.
 363 is a deficient number.
 363 is the sum of five consecutive powers of 3 (3 + 9 + 27 + 81 + 243) deficient number.
 The Mertens function returns 0.
 363 cubits is the solution given to Rhind Mathematical Papyrus question 50 – find the side length of an octagon with the same area as a circle 9 khet in diameter .
 363 can be expressed as the sum of three squares in four different ways: 112 + 112 + 112, 52 + 72 + 172, 12 + 12 + 192, and 132 + 132 + 52.
363 is a perfect totient number.",0
540,"Cheetos (formerly styled as Chee-tos until 1998) is a crunchy corn puff snack brand made by Frito-Lay, a subsidiary of PepsiCo. Fritos creator Charles Elmer Doolin invented Cheetos in 1948, and began national distribution in the U.S. The initial success of Cheetos was a contributing factor to the merger between The Frito Company and H.W. Lay & Company in 1961 to form Frito-Lay. In 1965 Frito-Lay became a subsidiary of The Pepsi-Cola Company, forming PepsiCo, the current owner of the Cheetos brand. In 2010, Cheetos was ranked as the top selling brand of cheese puffs in its primary market of the United States; worldwide the annual retail sales totaled approximately $4 billion. The original Crunchy Cheetos are still in production but the product line has since expanded to include 21 different types of Cheetos in North America alone. As Cheetos are sold in more than 36 countries, the flavor and composition is often varied to match regional taste and cultural preferences—such as Savory American Cream in China, and Strawberry Cheetos in Japan.",0
